"Player","Team","Position","Rk","Status","Age","Opponent","Salary","Score","GS","W","L-QS","IP","H","BB","K","SVH3","ERA","WHIP","GP"
"Mark Sappington","LAA","SP,RP","4059","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cody Satterwhite","DET","SP","4060","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tayler Saucedo","TOR","SP,RP","4061","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Sauer","NYY","SP","4062","FA","22","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Saunders","SEA","SP","4063","FA","39","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Warwick Saupold","DET","RP","4064","FA","31","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daniel Savas","ARI","SP,RP","4065","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Savery","CHW","RP","4066","FA","35","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shane Sawczak","MIA","SP,RP","4067","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dalton Sawyer","OAK","SP,RP","4068","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Sawyer","CHC","SP,RP","4069","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Sawyer","TB","RP","4070","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jay Sborz","ATL","RP","4071","FA","36","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rob Scahill","(N/A)","RP","4072","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joseph Scanio","STL","SP,RP","4073","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cody Scarpetta","MIL","RP","4074","FA","32","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mac Sceroler","BAL","SP,RP","4075","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Reid Schaller","WSH","SP","4076","FA","23","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brady Schanuel","PHI","SP,RP","4077","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kit Scheetz","HOU","SP","4078","FA","26","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Scheftz","CLE","SP,RP","4079","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zach Schellenger","BOS","SP,RP","4080","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Schepel","ARI","SP","4081","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tanner Scheppers","(N/A)","RP","4082","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Scherff","BOS","RP","4083","FA","23","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Schick","MIN","SP,RP","4084","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Garrett Schilling","COL","SP,RP","4085","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luke Schiltz","TEX","SP,RP","4086","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Schimpf","SF","SP,RP","4087","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Lukas Schiraldi","MIA","SP,RP","4088","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ike Schlabach","PIT","SP,RP","4089","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Schlaffer","CHC","SP,RP","4090","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jacob Schlesener","STL","SP,RP","4091","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Fred Schlichtholz","SD","SP,RP","4092","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Gus Schlosser","LAD","RP","4093","FA","32","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colin Schmid","STL","SP,RP","4094","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Clate Schmidt","DET","SP","4095","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colten Schmidt","COL","SP,RP","4096","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Schmidt","SD","SP","4097","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Schneider","STL","SP,RP","4098","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jesse Scholtens","SD","SP,RP","4099","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Clayton Schrader","BAL","RP","4100","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brad Schreiber","TB","RP","4101","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jayson Schroeder","HOU","SP","4102","FA","21","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hunter Schryver","TB","SP,RP","4103","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"A.J. Schugel","(N/A)","RP","4104","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Max Schuh","BAL","SP,RP","4105","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Schulfer","MIN","SP,RP","4106","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Schultz","PHI","SP,RP","4107","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bo Schultz","BAL","RP","4108","FA","35","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Paxton Schultz","MIL","SP,RP","4109","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Schultz","ARI","SP,RP","4110","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Schulze","PHI","SP,RP","4111","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Blake Schwartz","WSH","SP,RP","4112","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Schwartz","OAK","SP,RP","4113","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Schwimer","(N/A)","RP","4114","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Schwinden","TEX","SP","4115","FA","34","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Reid Scoggins","LAA","SP,RP","4116","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adam Scott","CLE","SP,RP","4117","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Stephen Scott","BOS","RP","4118","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Scribner","(N/A)","RP","4119","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Troy Scribner","(N/A)","RP","4120","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cody Scroggins","BOS","SP,RP","4121","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andre Scrubb","HOU","SP,RP","4122","FA","26","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Connor Seabold","PHI","SP","4123","FA","25","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Travis Seabrooke","BAL","SP,RP","4124","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"J.P. Sears","NYY","SP,RP","4125","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ross Seaton","HOU","SP","4126","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joel Seddon","OAK","SP,RP","4127","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Seeburger","STL","SP,RP","4128","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trevor Seidenberger","MIL","SP,RP","4129","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alvaro Seijas","STL","SP,RP","4130","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Karlo Seijas","WSH","SP","4131","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colin Selby","PIT","SP,RP","4132","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Derek Self","WSH","SP,RP","4133","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Donnie Sellers","TOR","SP,RP","4134","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shawn Semple","NYY","SP,RP","4135","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Logan Sendelbach","PIT","SP,RP","4136","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kodai Senga","(N/A)","SP","4137","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mitchell Senger","NYM","RP","4138","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Leyson Septimo","ATL","RP","4139","FA","35","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Gregorio Sequera","LAD","RP","4140","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andres Serrano","STL","SP","4141","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Florencio Serrano","CHC","SP","4142","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Serrano","HOU","SP","4143","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Serrapica","TB","SP,RP","4144","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Sever","PIT","SP,RP","4145","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rafael Severino","NYY","RP","4146","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Sexton","STL","SP,RP","4147","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Robby Sexton","BOS","SP,RP","4148","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Shackelford","(N/A)","RP","4149","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Aaron Shafer","CHC","RP","4150","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brian Shaffer","TB","SP,RP","4151","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Casey Shane","CLE","SP,RP","4152","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mark Shannon","TOR","OF,SP,RP","4153","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sterling Sharp","WSH","SP","4154","FA","25","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zarion Sharpe","MIN","SP,RP","4155","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Shaw","NYM","SP,RP","4156","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Shaw","NYM","SP","4157","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Anthony Shawler","DET","SP,RP","4158","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ben Sheckler","SD","SP,RP","4159","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Sheffield","LAD","SP","4160","FA","25","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Walker Sheller","KC","SP,RP","4161","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Sherriff","TB","RP","4162","FA","30","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cason Sherrod","MIA","SP,RP","4163","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Shetter","ATL","SP,RP","4164","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Anthony Shew","STL","SP","4165","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Shields","PIT","RP","4166","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James Shields","(N/A)","SP","4167","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luke Shilling","CHW","SP,RP","4168","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Shipers","SEA","SP","4169","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Braden Shipley","ARI","SP","4170","FA","28","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Thomas Shirley","HOU","SP,RP","4171","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Logan Shore","DET","SP","4172","FA","26","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Avery Short","ARI","SP,RP","4173","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wyatt Short","CHC","SP,RP","4174","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Aaron Shortridge","PIT","SP,RP","4175","FA","23","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Darren Shred","CIN","SP,RP","4176","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chase Shugart","BOS","SP,RP","4177","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Shuman","TB","RP","4178","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Shuman","OAK","SP,RP","4179","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Siegrist","(N/A)","RP","4180","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Sierra","HOU","SP","4181","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Diomede Sierra","ARI","SP","4182","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yaisel Sierra","LAD","RP","4183","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josiah Sightler","CIN","SP,RP","4184","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"TJ Sikkema","NYY","SP,RP","4185","FA","22","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alfredo Silva","DET","SP","4186","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Argenis Silva","MIN","RP","4187","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dylan Silva","SEA","SP,RP","4188","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Manuel Silva","PHI","SP","4189","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hector Silvestre","WSH","SP","4190","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James Simmons","OAK","SP","4191","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Simmons","WSH","SP,RP","4192","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Simmons","ARI","RP","4193","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shae Simmons","(N/A)","RP","4194","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Simms","WSH","SP,RP","4195","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alfredo Simon","(N/A)","SP","4196","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Simon","NYM","SP,RP","4197","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Simon","BAL","SP,RP","4198","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Simonds","WSH","SP,RP","4199","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hayden Simpson","CHC","SP","4200","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeff Singer","PHI","RP","4201","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Sinkbeil","MIA","RP","4202","FA","36","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dalbert Siri","CLE","RP","4203","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Sisco","CLE","SP,RP","4204","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Sisk","KC","RP","4205","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Sisk","STL","SP,RP","4206","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Sisto","PHI","SP,RP","4207","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kraig Sitton","BOS","SP,RP","4208","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Skulina","CHC","SP,RP","4209","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Anthony Slama","LAD","RP","4210","FA","37","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dan Slania","SF","RP","4211","FA","28","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Slaten","TEX","SP,RP","4212","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Slowey","(N/A)","SP","4213","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ethan Small","MIL","SP,RP","4214","FA","24","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Smith","SD","SP","4215","FA","24","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ben Smith","HOU","SP,RP","4216","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carson Smith","BOS","RP","4217","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chad Smith","TEX","RP","4218","FA","31","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Smith","(N/A)","RP","4219","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Drew Smith","NYM","RP","4220","FA","27","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Smith","TOR","SP,RP","4221","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hugh Smith","DET","SP,RP","4222","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hunter Smith","BOS","SP,RP","4223","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Smith","(N/A)","RP","4224","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Smith","MIA","RP","4225","FA","35","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Smith","TEX","SP,RP","4226","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Julian Smith","LAD","SP,RP","4227","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Smith","BAL","SP,RP","4228","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Smith","HOU","SP,RP","4229","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Smith","CLE","SS,SP,RP","4230","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Murphy Smith","(N/A)","SP,RP","4231","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Myles Smith","BOS","SP,RP","4232","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nate Smith","LAA","SP","4233","FA","29","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Riley Smith","ARI","SP,RP","4234","FA","26","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shameko Smith","COL","SP,RP","4235","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Smith","LAA","SP,RP","4236","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Smoker","LAD","RP","4237","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Smoral","TOR","SP,RP","4238","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kirby Snead","TOR","SP,RP","4239","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zebulon Sneed","KC","SP,RP","4240","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ian Snell","(N/A)","SP","4241","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"D.J. Snelten","BAL","RP","4242","FA","28","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jack Snodgrass","SF","SP","4243","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Snodgress","CHW","RP","4244","FA","31","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Forrest Snow","SEA","SP","4245","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Snyder","TEX","SP,RP","4246","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Snyder","ARI","SP,RP","4247","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miguel Socolovich","(N/A)","RP","4248","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Sodders","DET","SP,RP","4249","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eduardo Solano","SD","RP","4250","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
